duration,episode,episode_reward,soups,step
102.10158109664917,26.0,6.0,0.0,10400
125.27027106285095,27.0,6.0,0.0,10800
123.4619312286377,28.0,6.0,0.0,11200
142.1592767238617,29.0,3.0,0.0,11600
131.98243522644043,30.0,3.0,0.0,12000
152.17907166481018,31.0,3.0,0.0,12400
127.87864804267883,32.0,3.0,0.0,12800
130.46956181526184,33.0,3.0,0.0,13200
126.49237394332886,34.0,20.0,0.0,13600
127.00176239013672,35.0,9.0,0.0,14000
128.88992500305176,36.0,12.0,0.0,14400
129.09024715423584,37.0,3.0,0.0,14800
131.73978352546692,38.0,6.0,0.0,15200
143.4206874370575,39.0,14.0,0.0,15600
139.1912920475006,40.0,3.0,0.0,16000
137.34838724136353,41.0,6.0,0.0,16400
135.480726480484,42.0,3.0,0.0,16800
134.96635389328003,43.0,9.0,0.0,17200
132.1660177707672,44.0,3.0,0.0,17600
131.26657795906067,45.0,9.0,0.0,18000
133.0441119670868,46.0,9.0,0.0,18400
147.11337184906006,47.0,9.0,0.0,18800
164.18174386024475,48.0,9.0,0.0,19200
143.98511385917664,49.0,9.0,0.0,19600
139.0571095943451,50.0,9.0,0.0,20000
135.0059733390808,51.0,9.0,0.0,20400
136.71291613578796,52.0,9.0,0.0,20800
143.76401376724243,53.0,9.0,0.0,21200
137.11087703704834,54.0,9.0,0.0,21600
137.2959930896759,55.0,9.0,0.0,22000
139.61944150924683,56.0,9.0,0.0,22400
136.98187613487244,57.0,9.0,0.0,22800
134.68619632720947,58.0,20.0,0.0,23200
132.44986653327942,59.0,23.0,0.0,23600
135.15982127189636,60.0,31.0,0.0,24000
134.63970923423767,61.0,9.0,0.0,24400
141.32258915901184,62.0,26.0,0.0,24800
171.21022748947144,63.0,9.0,0.0,25200
150.59873485565186,64.0,12.0,0.0,25600
145.63113236427307,65.0,9.0,0.0,26000
157.57158517837524,66.0,9.0,0.0,26400
166.1926875114441,67.0,26.0,0.0,26800
142.7551393508911,68.0,9.0,0.0,27200
146.09926915168762,69.0,43.0,0.0,27600
182.00255799293518,70.0,40.0,0.0,28000
180.24292993545532,71.0,40.0,0.0,28400
181.0613534450531,72.0,40.0,0.0,28800
192.39721846580505,73.0,43.0,0.0,29200
174.89499258995056,74.0,20.0,0.0,29600
162.5540955066681,75.0,40.0,0.0,30000
150.38964891433716,76.0,40.0,0.0,30400
155.5660960674286,77.0,40.0,0.0,30800
183.7785882949829,78.0,9.0,0.0,31200
168.3725643157959,79.0,9.0,0.0,31600
151.39431953430176,80.0,40.0,0.0,32000
168.23706030845642,81.0,23.0,0.0,32400
156.6871235370636,82.0,37.0,0.0,32800
164.88427734375,83.0,9.0,0.0,33200
183.6032636165619,84.0,26.0,0.0,33600
179.20017409324646,85.0,23.0,0.0,34000
178.91191458702087,86.0,9.0,0.0,34400
179.72840976715088,87.0,9.0,0.0,34800
182.34243249893188,88.0,40.0,0.0,35200
179.8941035270691,89.0,40.0,0.0,35600
178.33125066757202,90.0,40.0,0.0,36000
180.90239930152893,91.0,37.0,0.0,36400
179.20971751213074,92.0,40.0,0.0,36800
190.13474297523499,93.0,57.0,0.0,37200
183.208664894104,94.0,40.0,0.0,37600
163.2670955657959,95.0,23.0,0.0,38000
163.13578915596008,96.0,43.0,0.0,38400
