duration,episode,episode_reward,soups,step
152.4777796268463,26.0,4.939999999999989,0.0,10400
146.10973596572876,27.0,12.389999999999885,0.0,10800
151.9664764404297,28.0,7.719999999999945,0.0,11200
146.2322645187378,29.0,11.08999999999987,0.0,11600
148.88742446899414,30.0,9.689999999999939,0.0,12000
154.21297359466553,31.0,11.649999999999933,0.0,12400
147.5257740020752,32.0,17.540000000000067,0.0,12800
143.15868067741394,33.0,15.709999999999923,0.0,13200
145.57094168663025,34.0,22.14000000000009,0.0,13600
143.3458912372589,35.0,20.140000000000015,0.0,14000
148.02281308174133,36.0,9.649999999999885,0.0,14400
150.59235453605652,37.0,9.289999999999889,0.0,14800
174.16813778877258,38.0,9.549999999999883,0.0,15200
161.81525206565857,39.0,16.82999999999991,0.0,15600
139.04314708709717,40.0,12.699999999999896,0.0,16000
141.5944333076477,41.0,9.419999999999886,0.0,16400
137.36633920669556,42.0,39.22999999999968,0.0,16800
140.56206727027893,43.0,19.290000000000024,0.0,17200
140.10096955299377,44.0,18.000000000000025,0.0,17600
137.92718935012817,45.0,27.40000000000004,0.0,18000
160.97221994400024,46.0,30.7799999999999,0.0,18400
162.54815554618835,47.0,32.479999999999976,0.0,18800
139.75949025154114,48.0,28.530000000000456,0.0,19200
132.16808557510376,49.0,30.570000000000164,0.0,19600
138.20198011398315,50.0,30.830000000000144,0.0,20000
137.9901511669159,51.0,31.540000000000088,0.0,20400
138.3240523338318,52.0,29.00000000000044,0.0,20800
136.2728340625763,53.0,29.210000000000523,0.0,21200
149.8764464855194,54.0,29.11000000000054,0.0,21600
159.50331664085388,55.0,29.430000000000376,0.0,22000
150.96682333946228,56.0,31.870000000000047,0.0,22400
137.27235078811646,57.0,31.700000000000102,0.0,22800
140.0426309108734,58.0,30.610000000000316,0.0,23200
129.48526167869568,59.0,31.960000000000072,0.0,23600
137.30870270729065,60.0,31.540000000000184,0.0,24000
134.09027099609375,61.0,36.410000000000004,0.0,24400
