duration,episode,episode_reward,step
82.73815369606018,380.0,152.0,152000

80.64108991622925,381.0,121.0,152400

80.51495385169983,382.0,166.0,152800

79.50661396980286,383.0,138.0,153200

82.0438506603241,384.0,152.0,153600

81.4832911491394,385.0,68.0,154000

79.55608749389648,386.0,91.0,154400

81.36498856544495,387.0,96.0,154800

83.12600564956665,388.0,166.0,155200

80.6045732498169,389.0,163.0,155600

81.85627698898315,390.0,143.0,156000

81.84319949150085,391.0,34.0,156400

81.23301839828491,392.0,138.0,156800

80.39176058769226,393.0,152.0,157200

79.77290439605713,394.0,166.0,157600

82.41326427459717,395.0,166.0,158000

80.63980460166931,396.0,166.0,158400

80.33641910552979,397.0,160.0,158800

82.39294409751892,398.0,175.0,159200

81.97911143302917,399.0,145.0,159600

83.25266003608704,400.0,156.0,160000

79.9521894454956,401.0,128.0,160400

80.38086175918579,402.0,163.0,160800

82.02405452728271,403.0,166.0,161200

81.10278630256653,404.0,163.0,161600

80.07458639144897,405.0,166.0,162000

80.60966753959656,406.0,152.0,162400

81.72405481338501,407.0,68.0,162800

79.53359484672546,408.0,96.0,163200

81.03722095489502,409.0,40.0,163600

83.05096340179443,410.0,68.0,164000

81.3029477596283,411.0,54.0,164400

81.5771164894104,412.0,138.0,164800

80.5932457447052,413.0,144.0,165200

80.92126941680908,414.0,167.0,165600

80.15900921821594,415.0,173.0,166000

80.51840996742249,416.0,73.0,166400

80.0309910774231,417.0,129.0,166800

80.5736939907074,418.0,155.0,167200

81.5171730518341,419.0,104.0,167600

79.86566925048828,420.0,143.0,168000

84.22743654251099,421.0,115.0,168400

80.60283493995667,422.0,0.0,168800

81.13790607452393,423.0,121.0,169200

82.53317594528198,424.0,82.0,169600

79.10056161880493,425.0,68.0,170000

81.12441992759705,426.0,60.0,170400

80.35921835899353,427.0,54.0,170800

80.81250667572021,428.0,138.0,171200

81.01156449317932,429.0,152.0,171600

78.82012510299683,430.0,157.0,172000

80.83934545516968,431.0,149.0,172400

82.29184627532959,432.0,124.0,172800

81.62033796310425,433.0,115.0,173200

83.89127802848816,434.0,152.0,173600

80.20992302894592,435.0,102.0,174000

80.12522578239441,436.0,110.0,174400

80.98264360427856,437.0,82.0,174800

79.45557975769043,438.0,45.0,175200

79.97510933876038,439.0,0.0,175600

81.32845091819763,440.0,34.0,176000

78.74000859260559,441.0,45.0,176400

81.0088860988617,442.0,40.0,176800

80.88632678985596,443.0,68.0,177200

79.69796824455261,444.0,71.0,177600

81.84193682670593,445.0,26.0,178000

81.29782629013062,446.0,34.0,178400

80.35934543609619,447.0,40.0,178800

80.04661703109741,448.0,40.0,179200

79.61724972724915,449.0,79.0,179600

79.90657925605774,450.0,110.0,180000

80.48981738090515,451.0,77.0,180400

80.84406399726868,452.0,94.0,180800

80.76673102378845,453.0,122.0,181200

80.73456120491028,454.0,173.0,181600

81.52785420417786,455.0,179.0,182000

80.12613415718079,456.0,124.0,182400

81.07333898544312,457.0,128.0,182800

81.04442977905273,458.0,40.0,183200

79.78256511688232,459.0,87.0,183600

80.47855043411255,460.0,133.0,184000

80.86692667007446,461.0,138.0,184400

80.45301008224487,462.0,57.0,184800

80.00467467308044,463.0,43.0,185200

82.4463791847229,464.0,40.0,185600

81.45506072044373,465.0,82.0,186000

81.2005558013916,466.0,43.0,186400

81.5417251586914,467.0,107.0,186800

80.06460905075073,468.0,152.0,187200

80.68752074241638,469.0,87.0,187600

80.07269215583801,470.0,76.0,188000

78.58797001838684,471.0,179.0,188400

81.560231924057,472.0,161.0,188800

79.3459062576294,473.0,93.0,189200

80.07898902893066,474.0,115.0,189600

80.93422865867615,475.0,40.0,190000

79.74233484268188,476.0,112.0,190400

81.03932070732117,477.0,124.0,190800

81.1842782497406,478.0,143.0,191200

80.24855470657349,479.0,181.0,191600

80.53005313873291,480.0,170.0,192000

80.22334885597229,481.0,79.0,192400

78.96163749694824,482.0,135.0,192800

81.14083766937256,483.0,40.0,193200

80.79533362388611,484.0,9.0,193600

79.35902786254883,485.0,40.0,194000

80.72743678092957,486.0,132.0,194400

81.8648681640625,487.0,155.0,194800

81.0987298488617,488.0,135.0,195200

81.96700811386108,489.0,193.0,195600

81.49596643447876,490.0,184.0,196000

80.7301414012909,491.0,115.0,196400

80.00916051864624,492.0,124.0,196800

79.49707365036011,493.0,119.0,197200

79.92802500724792,494.0,161.0,197600

80.43165493011475,495.0,152.0,198000

79.64082384109497,496.0,146.0,198400

80.01611256599426,497.0,141.0,198800

80.44478344917297,498.0,97.0,199200

81.60694909095764,499.0,160.0,199600

80.74002289772034,500.0,167.0,200000

