duration,episode,episode_reward,step
79.14644241333008,126.0,6.0,50400
83.02568984031677,127.0,6.0,50800
85.28399801254272,128.0,0.0,51200
88.39863419532776,129.0,0.0,51600
80.14957308769226,130.0,3.0,52000
84.08097338676453,131.0,0.0,52400
85.35819458961487,132.0,3.0,52800
83.20103645324707,133.0,3.0,53200
90.68235969543457,134.0,3.0,53600
84.51221179962158,135.0,9.0,54000
80.62521815299988,136.0,12.0,54400
83.00763201713562,137.0,9.0,54800
86.0140917301178,138.0,0.0,55200
81.62287211418152,139.0,0.0,55600
81.05091261863708,140.0,11.0,56000
87.12287187576294,141.0,12.0,56400
82.09280610084534,142.0,9.0,56800
84.4554545879364,143.0,20.0,57200
84.21451115608215,144.0,23.0,57600
82.98890352249146,145.0,12.0,58000
84.46676993370056,146.0,20.0,58400
84.33328986167908,147.0,9.0,58800
87.22857475280762,148.0,9.0,59200
86.8731644153595,149.0,9.0,59600
83.72192215919495,150.0,9.0,60000
88.37732982635498,151.0,9.0,60400
96.33342218399048,152.0,9.0,60800
85.5179693698883,153.0,9.0,61200
83.30811715126038,154.0,9.0,61600
93.45271420478821,155.0,9.0,62000
90.05923438072205,156.0,9.0,62400
87.34436368942261,157.0,51.0,62800
85.55705714225769,158.0,14.0,63200
84.54406929016113,159.0,22.0,63600
92.51475787162781,160.0,14.0,64000
99.49395561218262,161.0,17.0,64400
100.37994456291199,162.0,6.0,64800
104.46950840950012,163.0,26.0,65200
105.43368864059448,164.0,28.0,65600
98.1950569152832,165.0,34.0,66000
90.42696833610535,166.0,40.0,66400
86.4690420627594,167.0,40.0,66800
87.60062718391418,168.0,51.0,67200
87.71390581130981,169.0,88.0,67600
91.51517033576965,170.0,91.0,68000
86.18711018562317,171.0,54.0,68400
89.36852860450745,172.0,34.0,68800
91.64226961135864,173.0,34.0,69200
94.02797818183899,174.0,139.0,69600
111.81741404533386,175.0,144.0,70000
99.58707308769226,176.0,154.0,70400
101.23993730545044,177.0,154.0,70800
93.08839130401611,178.0,171.0,71200
111.80436253547668,179.0,130.0,71600
99.783358335495,180.0,148.0,72000
102.14906024932861,181.0,86.0,72400
92.04277038574219,182.0,25.0,72800
89.39464473724365,183.0,25.0,73200
89.24955415725708,184.0,17.0,73600
88.63894963264465,185.0,3.0,74000
86.96629405021667,186.0,6.0,74400
89.26106786727905,187.0,70.0,74800
90.01552557945251,188.0,171.0,75200
86.10668063163757,189.0,154.0,75600
87.43036484718323,190.0,157.0,76000
85.3776319026947,191.0,152.0,76400
88.4516282081604,192.0,163.0,76800
86.03953838348389,193.0,146.0,77200
87.1975450515747,194.0,173.0,77600
89.68306517601013,195.0,140.0,78000
85.75192546844482,196.0,124.0,78400
89.14103555679321,197.0,123.0,78800
87.79103660583496,198.0,138.0,79200
86.83179068565369,199.0,60.0,79600
87.84322905540466,200.0,3.0,80000
85.42381596565247,201.0,28.0,80400
89.54251527786255,202.0,3.0,80800
86.94240427017212,203.0,3.0,81200
86.46285104751587,204.0,56.0,81600
91.29712271690369,205.0,100.0,82000
84.93584942817688,206.0,60.0,82400
88.9835319519043,207.0,162.0,82800
92.12037801742554,208.0,161.0,83200
85.96218180656433,209.0,170.0,83600
89.5497772693634,210.0,157.0,84000
87.03506517410278,211.0,98.0,84400
87.75737929344177,212.0,157.0,84800
89.31141543388367,213.0,113.0,85200
88.20112419128418,214.0,20.0,85600
91.44853067398071,215.0,52.0,86000
86.71600222587585,216.0,77.0,86400
89.69729852676392,217.0,11.0,86800
91.87511849403381,218.0,52.0,87200
86.02229619026184,219.0,149.0,87600
91.1336772441864,220.0,149.0,88000
88.80002307891846,221.0,135.0,88400
85.859623670578,222.0,158.0,88800
90.99612522125244,223.0,33.0,89200
93.72748017311096,224.0,140.0,89600
107.56203818321228,225.0,84.0,90000
113.16511464118958,226.0,20.0,90400
97.73139238357544,227.0,25.0,90800
95.98626589775085,228.0,20.0,91200
89.16397023200989,229.0,23.0,91600
96.83604502677917,230.0,31.0,92000
91.85184693336487,231.0,62.0,92400
102.02015280723572,232.0,37.0,92800
105.62813401222229,233.0,23.0,93200
99.77663826942444,234.0,26.0,93600
106.56168270111084,235.0,9.0,94000
105.89778327941895,236.0,9.0,94400
102.38717937469482,237.0,9.0,94800
102.01669549942017,238.0,9.0,95200
120.44143962860107,239.0,113.0,95600
99.30245399475098,240.0,123.0,96000
89.14940762519836,241.0,42.0,96400
96.37177324295044,242.0,9.0,96800
90.26538133621216,243.0,29.0,97200
91.0905077457428,244.0,9.0,97600
95.98091530799866,245.0,17.0,98000
94.2326283454895,246.0,34.0,98400
95.77621150016785,247.0,70.0,98800
92.37276315689087,248.0,56.0,99200
96.92184591293335,249.0,69.0,99600
102.07131457328796,250.0,53.0,100000
95.20344066619873,251.0,28.0,100400
97.88742733001709,252.0,42.0,100800
92.7156114578247,253.0,48.0,101200
97.53308248519897,254.0,12.0,101600
93.43744373321533,255.0,12.0,102000
104.1640145778656,256.0,26.0,102400
99.84150695800781,257.0,12.0,102800
124.74843764305115,258.0,12.0,103200
123.33007717132568,259.0,26.0,103600
119.52298545837402,260.0,31.0,104000
120.43856620788574,261.0,9.0,104400
113.65983986854553,262.0,12.0,104800
114.56943130493164,263.0,26.0,105200
116.87469387054443,264.0,84.0,105600
116.27224040031433,265.0,31.0,106000
101.73977255821228,266.0,23.0,106400
134.11506009101868,267.0,20.0,106800
119.20770335197449,268.0,14.0,107200
100.0927221775055,269.0,25.0,107600
103.16448497772217,270.0,20.0,108000
105.40015029907227,271.0,17.0,108400
117.31384015083313,272.0,28.0,108800
108.17630124092102,273.0,22.0,109200
113.12202501296997,274.0,20.0,109600
124.74659991264343,275.0,23.0,110000
104.99920225143433,276.0,11.0,110400
99.76545524597168,277.0,26.0,110800
102.02238607406616,278.0,37.0,111200
99.35517382621765,279.0,37.0,111600
100.37212944030762,280.0,23.0,112000
114.0719485282898,281.0,48.0,112400
111.21790766716003,282.0,42.0,112800
112.15267848968506,283.0,47.0,113200
101.3619921207428,284.0,28.0,113600
98.87032389640808,285.0,109.0,114000
99.59234952926636,286.0,48.0,114400
98.60939598083496,287.0,65.0,114800
115.3624165058136,288.0,70.0,115200
112.74377298355103,289.0,73.0,115600
100.06258988380432,290.0,26.0,116000
99.93979907035828,291.0,12.0,116400
106.78434824943542,292.0,17.0,116800
112.00282907485962,293.0,20.0,117200
