duration,episode,episode_reward,soups,step
202.42929935455322,26.0,3.0,0.0,10400
211.63963413238525,27.0,11.0,1.0,10800
205.58931589126587,28.0,0.0,0.0,11200
249.78783440589905,29.0,0.0,0.0,11600
233.14490866661072,30.0,14.0,1.0,12000
196.12037920951843,31.0,3.0,0.0,12400
204.12495374679565,32.0,6.0,0.0,12800
214.9209554195404,33.0,12.0,0.0,13200
222.90201258659363,34.0,25.0,1.0,13600
258.43021750450134,35.0,11.0,0.0,14000
228.2611367702484,36.0,20.0,0.0,14400
223.4927933216095,37.0,17.0,0.0,14800
217.35786819458008,38.0,22.0,0.0,15200
213.44556832313538,39.0,47.0,2.0,15600
211.2497353553772,40.0,58.0,2.0,16000
208.51986742019653,41.0,63.0,5.0,16400
219.26091146469116,42.0,55.0,4.0,16800
222.82979369163513,43.0,74.0,5.0,17200
214.1622200012207,44.0,88.0,8.0,17600
218.73069047927856,45.0,50.0,4.0,18000
203.98762774467468,46.0,35.0,1.0,18400
206.82587599754333,47.0,17.0,1.0,18800
216.30815887451172,48.0,57.0,3.0,19200
220.52971577644348,49.0,31.0,1.0,19600
220.31258249282837,50.0,62.0,2.0,20000
212.40913844108582,51.0,67.0,2.0,20400
227.18868255615234,52.0,34.0,0.0,20800
216.8624632358551,53.0,63.0,2.0,21200
216.96033549308777,54.0,20.0,0.0,21600
226.2641520500183,55.0,59.0,2.0,22000
223.1252965927124,56.0,51.0,1.0,22400
209.75986289978027,57.0,49.0,0.0,22800
225.62485194206238,58.0,161.0,5.0,23200
225.50147891044617,59.0,63.0,1.0,23600
233.81370067596436,60.0,57.0,1.0,24000
229.93256950378418,61.0,18.0,0.0,24400
215.2097828388214,62.0,54.0,1.0,24800
243.2714831829071,63.0,21.0,0.0,25200
239.3867917060852,64.0,21.0,0.0,25600
257.77842116355896,65.0,54.0,1.0,26000
270.32399249076843,66.0,18.0,0.0,26400
268.0391728878021,67.0,35.0,0.0,26800
257.9367175102234,68.0,18.0,0.0,27200
241.2468900680542,69.0,43.0,1.0,27600
251.9769423007965,70.0,49.0,2.0,28000
252.51854586601257,71.0,35.0,0.0,28400
267.2472519874573,72.0,43.0,0.0,28800
247.17449855804443,73.0,43.0,0.0,29200
240.20166158676147,74.0,54.0,1.0,29600
250.45613646507263,75.0,68.0,2.0,30000
255.4971125125885,76.0,34.0,0.0,30400
248.87409782409668,77.0,68.0,2.0,30800
252.11956691741943,78.0,12.0,0.0,31200
259.3387563228607,79.0,51.0,1.0,31600
248.18651700019836,80.0,31.0,1.0,32000
250.26638293266296,81.0,51.0,2.0,32400
233.63463163375854,82.0,12.0,0.0,32800
227.84049654006958,83.0,12.0,0.0,33200
234.2054738998413,84.0,71.0,4.0,33600
243.9045398235321,85.0,164.0,10.0,34000
246.10089778900146,86.0,127.0,8.0,34400
238.3136715888977,87.0,144.0,9.0,34800
237.49445033073425,88.0,107.0,7.0,35200
228.91722702980042,89.0,130.0,8.0,35600
229.12952065467834,90.0,150.0,9.0,36000
232.6930537223816,91.0,21.0,0.0,36400
252.492427110672,92.0,43.0,1.0,36800
232.34532403945923,93.0,32.0,1.0,37200
239.01762652397156,94.0,71.0,3.0,37600
234.70571303367615,95.0,32.0,1.0,38000
231.2055208683014,96.0,29.0,1.0,38400
232.58018589019775,97.0,29.0,1.0,38800
233.4273223876953,98.0,77.0,4.0,39200
243.983304977417,99.0,53.0,2.0,39600
254.45854234695435,100.0,32.0,1.0,40000
253.6204001903534,101.0,32.0,1.0,40400
239.78188920021057,102.0,21.0,0.0,40800
235.4986982345581,103.0,80.0,4.0,41200
237.29077649116516,104.0,43.0,2.0,41600
237.70940470695496,105.0,32.0,1.0,42000
241.35062527656555,106.0,43.0,2.0,42400
252.8228325843811,107.0,32.0,1.0,42800
256.5338842868805,108.0,46.0,2.0,43200
256.3421688079834,109.0,32.0,1.0,43600
254.05637216567993,110.0,32.0,1.0,44000
239.9987165927887,111.0,32.0,1.0,44400
236.5181863307953,112.0,29.0,1.0,44800
232.36502027511597,113.0,54.0,3.0,45200
233.7288694381714,114.0,29.0,1.0,45600
237.65902733802795,115.0,32.0,1.0,46000
239.24827337265015,116.0,32.0,1.0,46400
257.5453186035156,117.0,18.0,0.0,46800
247.22922492027283,118.0,32.0,1.0,47200
260.4543471336365,119.0,32.0,1.0,47600
254.51708912849426,120.0,32.0,1.0,48000
248.64432907104492,121.0,18.0,0.0,48400
231.96171975135803,122.0,32.0,1.0,48800
230.49805903434753,123.0,32.0,1.0,49200
224.97444939613342,124.0,32.0,1.0,49600
224.5897936820984,125.0,35.0,1.0,50000
233.67271208763123,126.0,63.0,3.0,50400
246.5070571899414,127.0,32.0,1.0,50800
241.00131845474243,128.0,49.0,2.0,51200
239.14895749092102,129.0,49.0,2.0,51600
248.99967217445374,130.0,32.0,1.0,52000
233.58613467216492,131.0,46.0,2.0,52400
235.7722589969635,132.0,32.0,1.0,52800
214.16838240623474,133.0,32.0,1.0,53200
205.44645762443542,134.0,40.0,2.0,53600
198.81722831726074,135.0,90.0,4.0,54000
194.50699496269226,136.0,57.0,3.0,54400
189.3353819847107,137.0,54.0,3.0,54800
189.24883437156677,138.0,76.0,3.0,55200
185.20100808143616,139.0,76.0,5.0,55600
205.95805740356445,140.0,26.0,1.0,56000
184.7591471672058,141.0,48.0,2.0,56400
185.07902264595032,142.0,22.0,0.0,56800
179.9445607662201,143.0,68.0,3.0,57200
177.67342138290405,144.0,34.0,1.0,57600
181.641122341156,145.0,29.0,1.0,58000
188.7251091003418,146.0,46.0,2.0,58400
174.0830545425415,147.0,50.0,2.0,58800
171.81534481048584,148.0,195.0,15.0,59200
170.8130910396576,149.0,131.0,10.0,59600
170.28060126304626,150.0,116.0,9.0,60000
174.8875594139099,151.0,53.0,3.0,60400
175.51500344276428,152.0,116.0,7.0,60800
176.9254686832428,153.0,73.0,4.0,61200
177.43007397651672,154.0,49.0,2.0,61600
180.71537137031555,155.0,43.0,0.0,62000
172.70330286026,156.0,20.0,0.0,62400
172.40481781959534,157.0,21.0,0.0,62800
172.13281965255737,158.0,55.0,1.0,63200
171.8159840106964,159.0,37.0,1.0,63600
174.65756845474243,160.0,36.0,0.0,64000
181.50371646881104,161.0,44.0,0.0,64400
170.25228571891785,162.0,72.0,2.0,64800
165.84078693389893,163.0,61.0,2.0,65200
168.50866985321045,164.0,94.0,6.0,65600
181.06167578697205,165.0,116.0,6.0,66000
172.83818912506104,166.0,78.0,2.0,66400
177.95288825035095,167.0,118.0,8.0,66800
197.7717604637146,168.0,144.0,8.0,67200
180.78402471542358,169.0,29.0,1.0,67600
178.30213522911072,170.0,65.0,2.0,68000
175.30258917808533,171.0,166.0,11.0,68400
167.95941400527954,172.0,35.0,1.0,68800
172.19870471954346,173.0,166.0,12.0,69200
166.54648756980896,174.0,63.0,2.0,69600
169.84905552864075,175.0,64.0,2.0,70000
180.37433195114136,176.0,127.0,5.0,70400
172.94792437553406,177.0,53.0,2.0,70800
170.54661178588867,178.0,15.0,0.0,71200
170.12834882736206,179.0,58.0,2.0,71600
173.36370420455933,180.0,161.0,13.0,72000
167.37177753448486,181.0,17.0,1.0,72400
168.7537763118744,182.0,59.0,2.0,72800
164.86620783805847,183.0,39.0,0.0,73200
