duration,episode,episode_reward,step
129.5326566696167,26.0,0.0,10400
120.45800995826721,27.0,3.0,10800
112.97659277915955,28.0,0.0,11200
110.99051666259766,29.0,0.0,11600
103.28361701965332,30.0,0.0,12000
84.02416491508484,31.0,0.0,12400
90.10299682617188,32.0,0.0,12800
104.95149374008179,33.0,8.0,13200
129.6930069923401,34.0,3.0,13600
128.41367387771606,35.0,3.0,14000
124.7816801071167,36.0,12.0,14400
116.75722312927246,37.0,6.0,14800
114.07515263557434,38.0,9.0,15200
113.52078628540039,39.0,9.0,15600
114.55298924446106,40.0,9.0,16000
126.45821237564087,41.0,20.0,16400
125.31685853004456,42.0,26.0,16800
131.41001272201538,43.0,12.0,17200
157.816876411438,44.0,9.0,17600
126.38021492958069,45.0,12.0,18000
137.9463186264038,46.0,45.0,18400
123.01362180709839,47.0,17.0,18800
123.7091555595398,48.0,43.0,19200
118.55473566055298,49.0,34.0,19600
112.12011694908142,50.0,9.0,20000
125.1039366722107,51.0,9.0,20400
111.48901104927063,52.0,9.0,20800
118.1636757850647,53.0,31.0,21200
113.2130799293518,54.0,31.0,21600
110.84980010986328,55.0,26.0,22000
116.67012453079224,56.0,20.0,22400
107.64997410774231,57.0,31.0,22800
102.04079461097717,58.0,17.0,23200
106.91794514656067,59.0,60.0,23600
102.71043658256531,60.0,51.0,24000
102.1994776725769,61.0,62.0,24400
102.24172043800354,62.0,68.0,24800
114.28440713882446,63.0,45.0,25200
125.39515233039856,64.0,9.0,25600
125.02400350570679,65.0,40.0,26000
112.26998949050903,66.0,9.0,26400
107.68991160392761,67.0,9.0,26800
103.08992004394531,68.0,26.0,27200
110.72986054420471,69.0,9.0,27600
104.01095390319824,70.0,9.0,28000
105.58710765838623,71.0,42.0,28400
104.53214812278748,72.0,31.0,28800
109.7172122001648,73.0,23.0,29200
108.24627661705017,74.0,43.0,29600
116.33338284492493,75.0,80.0,30000
125.59700608253479,76.0,20.0,30400
128.01545786857605,77.0,20.0,30800
116.50793957710266,78.0,65.0,31200
118.37078213691711,79.0,31.0,31600
126.40221190452576,80.0,31.0,32000
133.83625149726868,81.0,31.0,32400
124.18772411346436,82.0,31.0,32800
117.52611660957336,83.0,57.0,33200
117.10371446609497,84.0,31.0,33600
117.36248970031738,85.0,45.0,34000
117.53652691841125,86.0,60.0,34400
115.97104334831238,87.0,60.0,34800
128.35103607177734,88.0,60.0,35200
125.72749710083008,89.0,43.0,35600
127.88676977157593,90.0,43.0,36000
120.26899456977844,91.0,20.0,36400
103.12760663032532,92.0,43.0,36800
100.2560384273529,93.0,60.0,37200
100.66066145896912,94.0,60.0,37600
100.58065557479858,95.0,88.0,38000
99.49183821678162,96.0,94.0,38400
98.88314723968506,97.0,51.0,38800
105.26624941825867,98.0,17.0,39200
110.83815741539001,99.0,46.0,39600
117.06272149085999,100.0,29.0,40000
115.09354782104492,101.0,54.0,40400
119.24686217308044,102.0,77.0,40800
126.79648804664612,103.0,40.0,41200
122.99166369438171,104.0,77.0,41600
108.13503217697144,105.0,71.0,42000
109.92309617996216,106.0,71.0,42400
107.87032985687256,107.0,11.0,42800
121.71401333808899,108.0,71.0,43200
114.20614981651306,109.0,71.0,43600
114.32489061355591,110.0,60.0,44000
114.21390223503113,111.0,77.0,44400
114.17025375366211,112.0,77.0,44800
124.66339540481567,113.0,77.0,45200
128.43610167503357,114.0,77.0,45600
117.68003797531128,115.0,77.0,46000
116.6012282371521,116.0,77.0,46400
110.53056526184082,117.0,60.0,46800
115.68492317199707,118.0,68.0,47200
107.65749478340149,119.0,68.0,47600
105.74823117256165,120.0,17.0,48000
118.16871333122253,121.0,77.0,48400
130.80843234062195,122.0,77.0,48800
